,Longitude,Latitude,Crime,ethnicity,Legislation_simplified,Gender,Age range
15666,-0.002588,51.554101,0,White,Criminal Evidence Act,Male,over 34
15667,-0.093943,51.613073,1,Black,Criminal Evidence Act,Male,10-17
15668,-0.052205,51.664904,0,Not stated,Drugs,Male,18-24
15669,-0.207379,51.421181,1,White,Drugs,Male,25-34
15670,0.023047,51.551215,1,Black,Drugs,Male,over 34
15671,-0.211736,51.521748,0,Not stated,Criminal Evidence Act,Not stated,Not stated
15672,-0.049342,51.682409,1,Black,Criminal Evidence Act,Male,10-17
15673,0.007948,51.567976,0,Not stated,Criminal Evidence Act,Male,18-24
15674,0.008748,51.563871,0,Not stated,Criminal Evidence Act,Male,10-17
15675,0.008748,51.563871,0,Asian,Criminal Evidence Act,Male,10-17
15676,-0.123439,51.47983,0,Not stated,Criminal Evidence Act,Male,18-24
15677,-0.18046,51.378663,0,White,Criminal Evidence Act,Male,18-24
15678,-0.188923,51.604029,0,White,Drugs,Male,18-24
15679,,,1,White,Drugs,Male,25-34
15680,,,1,Not stated,Criminal Evidence Act,Male,25-34
15681,-0.151685,51.440505,1,Black,Criminal Evidence Act,Female,10-17
15682,0.112737,51.382888,0,White,Drugs,Male,18-24
15683,-0.185401,51.461858,0,Not stated,Drugs,Male,over 34
15684,0.048796,51.45165,0,Not stated,Drugs,Female,25-34
15685,0.116055,51.384088,1,White,Drugs,Male,18-24
15686,-0.358938,51.452699,0,Black,Drugs,Male,18-24
15687,-0.165735,51.498152,0,White,Drugs,Male,25-34
15688,-0.200141,51.371449,0,White,Drugs,Male,18-24
15689,-0.337449,51.459041,0,Not stated,Criminal Evidence Act,Male,25-34
15690,-0.190712,51.604443,1,White,Drugs,Male,over 34
15691,-0.206036,51.658956,0,White,Drugs,Male,over 34
15692,-0.17136,51.522825,1,White,Drugs,Male,10-17
15693,-0.36248,51.439385,0,White,Drugs,Male,25-34
15694,-0.206036,51.658956,1,Mixed,Criminal Evidence Act,Male,18-24
15695,-0.02594,51.457474,0,Not stated,Criminal Evidence Act,Male,18-24
15696,-0.200141,51.371449,0,Black,Drugs,Male,Not stated
15697,-0.201292,51.370685,0,Not stated,Drugs,Male,25-34
15698,-0.054738,51.549626,1,Black,Criminal Evidence Act,Male,over 34
15699,-0.158216,51.514544,1,Black,Drugs,Male,18-24
15700,-0.158216,51.514544,0,Black,Drugs,Female,18-24
15701,-0.200141,51.371449,0,Black,Drugs,Male,18-24
15702,-0.166571,51.492041,0,Not stated,Criminal Evidence Act,Male,over 34
15703,0.067253,51.490301,1,Not stated,Drugs,Male,18-24
15704,0.017762,51.603221,0,White,Criminal Evidence Act,Female,over 34
15705,-0.159246,51.520819,0,Not stated,Criminal Evidence Act,Male,Not stated
15706,-0.438455,51.526514,1,Asian,Drugs,Male,18-24
15707,,,0,White,Drugs,Male,18-24
15708,,,0,Not stated,Criminal Evidence Act,Male,Not stated
15709,-0.204424,51.529532,0,Not stated,Criminal Evidence Act,Male,25-34
15710,-0.144245,51.496231,0,White,Criminal Evidence Act,Male,over 34
15711,-0.187423,51.514361,0,Not stated,Criminal Evidence Act,Male,10-17
15712,-0.005869,51.535164,0,Black,Criminal Evidence Act,Male,over 34
15713,-0.059273,51.523731,0,White,Criminal Evidence Act,Male,Not stated
15714,-0.014613,51.567479,1,Black,Drugs,Male,18-24
15715,-0.067477,51.40716,0,Not stated,Criminal Evidence Act,Male,over 34
15716,-0.005869,51.535164,1,Black,Criminal Evidence Act,Male,over 34
15717,,,0,Not stated,Drugs,Male,Not stated
15718,-0.300888,51.408618,0,White,Drugs,Male,18-24
15719,-0.358807,51.466374,0,Asian,Drugs,Male,over 34
15720,-0.358807,51.466374,0,White,Drugs,Male,25-34
15721,-0.358807,51.466374,0,Black,Drugs,Male,over 34
15722,-0.358807,51.466374,0,White,Drugs,Male,over 34
15723,-0.131821,51.513992,0,Asian,Criminal Evidence Act,Male,18-24
15724,-0.130801,51.513904,1,Black,Drugs,Male,18-24
15725,-0.075841,51.523977,0,Not stated,Firearms,Male,25-34
15726,-0.122145,51.530581,0,Not stated,Criminal Evidence Act,Male,18-24
15727,-0.240619,51.47582,0,Not stated,Criminal Evidence Act,Male,18-24
15728,0.067066,51.485547,0,Black,Criminal Evidence Act,Male,18-24
15729,-0.303775,51.412176,0,White,Drugs,Female,25-34
15730,-0.240619,51.47582,0,Not stated,Criminal Evidence Act,Male,18-24
15731,-0.377402,51.569153,1,Black,Drugs,Male,25-34
15732,-0.303775,51.412176,0,Not stated,Drugs,Male,18-24
15733,,,0,White,Criminal Evidence Act,Male,18-24
15734,0.071859,51.489267,0,Not stated,Public Order Act,Male,Not stated
15735,-0.144694,51.4124,0,Not stated,Drugs,Male,25-34
15736,-0.164457,51.386804,0,Not stated,Drugs,Male,18-24
15737,0.067837,51.490471,0,Not stated,Public Order Act,Female,18-24
15738,0.067837,51.490471,1,Not stated,Public Order Act,Male,25-34
15739,-0.061061,51.627147,1,White,Drugs,Male,18-24
15740,-0.196742,51.500269,1,White,Drugs,Male,18-24
15741,-0.097312,51.495812,0,Not stated,Criminal Evidence Act,Male,25-34
15742,-0.196742,51.500269,0,Not stated,Drugs,Male,Not stated
15743,-0.075798,51.385687,0,Other,Criminal Evidence Act,Male,over 34
15744,-0.061061,51.627147,1,Not stated,Drugs,Male,18-24
15745,-0.196742,51.500269,0,Not stated,Drugs,Male,Not stated
15746,-0.196742,51.500269,1,White,Drugs,Male,18-24
15747,-0.224674,51.492971,0,Black,Firearms,Male,Not stated
15748,-0.224674,51.492971,0,Black,Firearms,Male,Not stated
15749,-0.196742,51.500269,1,White,Drugs,Male,18-24
15750,0.075994,51.462026,0,Not stated,Criminal Evidence Act,Male,18-24
15751,-0.093324,51.492977,0,White,Criminal Evidence Act,Male,10-17
15752,0.0948,51.463364,0,White,Criminal Evidence Act,Male,18-24
15753,-0.168437,51.516296,0,White,Drugs,Male,18-24
15754,-0.078097,51.384322,1,Black,Criminal Evidence Act,Male,over 34
15755,,,1,White,Criminal Evidence Act,Male,over 34
15756,-0.131209,51.515915,1,Not stated,Drugs,Male,over 34
15757,-0.220473,51.425491,0,Not stated,Criminal Evidence Act,Male,over 34
15758,0.120559,51.489214,0,Not stated,Criminal Evidence Act,Male,over 34
15759,-0.170764,51.493096,0,White,Criminal Evidence Act,Male,18-24
15760,-0.162579,51.545807,1,Black,Drugs,Male,18-24
15761,-0.170764,51.493096,1,Not stated,Criminal Evidence Act,Male,25-34
15762,-0.130583,51.516769,1,Not stated,Drugs,Male,18-24
15763,-0.294969,51.512763,1,Not stated,Drugs,Male,over 34
15764,0.121119,51.494753,0,Not stated,Drugs,Male,over 34
15765,0.102566,51.564916,0,Asian,Criminal Evidence Act,Male,18-24
15766,-0.364338,51.469113,0,White,Drugs,Female,Not stated
15767,-0.293893,51.551981,0,Not stated,Drugs,Male,18-24
15768,-0.223425,51.448394,0,Black,Drugs,Male,over 34
15769,-0.223425,51.448394,0,White,Drugs,Female,25-34
15770,-0.293893,51.551981,1,White,Drugs,Male,over 34
15771,-0.118676,51.527648,0,Not stated,Drugs,Male,25-34
15772,-0.130583,51.516769,0,Not stated,Drugs,Male,25-34
15773,-0.145107,51.515111,0,Not stated,Drugs,Male,18-24
15774,-0.138379,51.636546,0,White,Criminal Evidence Act,Male,25-34
15775,-0.139665,51.426826,0,Black,Criminal Evidence Act,Male,18-24
15776,-0.046855,51.510737,0,Not stated,Drugs,Male,18-24
15777,0.102694,51.571442,0,Black,Drugs,Male,Not stated
15778,-0.136544,51.523266,0,White,Drugs,Male,25-34
15779,-0.251684,51.501641,1,Not stated,Criminal Evidence Act,Male,25-34
15780,0.107278,51.408895,1,Not stated,Drugs,Not stated,Not stated
15781,-0.251684,51.501641,1,Not stated,Criminal Evidence Act,Male,over 34
15782,0.071989,51.553104,1,Asian,Drugs,Male,over 34
15783,0.062788,51.557933,0,White,Drugs,Male,25-34
15784,-0.126199,51.529117,1,Black,Criminal Evidence Act,Male,18-24
15785,-0.120737,51.513311,0,White,Drugs,Male,over 34
15786,-0.132633,51.50012,0,White,Drugs,Male,Not stated
15787,-0.120737,51.513311,0,Black,Drugs,Male,25-34
15788,-0.308343,51.463733,1,Not stated,Drugs,Female,10-17
15789,-0.420218,51.447785,0,Asian,Criminal Evidence Act,Male,over 34
15790,-0.100073,51.495928,0,Not stated,Criminal Evidence Act,Male,25-34
15791,0.033084,51.533353,1,Asian,Drugs,Male,over 34
15792,0.063291,51.57225,1,Asian,Drugs,Male,18-24
15793,0.062523,51.572821,1,Not stated,Drugs,Not stated,Not stated
15794,-0.114552,51.462737,0,Black,Drugs,Male,10-17
15795,0.062523,51.572821,1,Not stated,Drugs,Not stated,Not stated
15796,-0.065178,51.485754,0,White,Criminal Evidence Act,Male,over 34
15797,-0.056228,51.529238,0,Asian,Drugs,Male,25-34
15798,-0.141923,51.547299,1,White,Drugs,Male,over 34
15799,-0.141923,51.547299,1,White,Drugs,Male,over 34
15800,,,0,White,Criminal Evidence Act,Male,18-24
15801,-0.086169,51.493895,0,Black,Drugs,Male,18-24
15802,-0.37331,51.512356,0,White,Drugs,Female,over 34
15803,0.06425,51.565704,0,White,Criminal Evidence Act,Female,25-34
15804,0.006132,51.537225,0,Asian,Drugs,Male,25-34
15805,0.006132,51.537225,0,Not stated,Drugs,Male,25-34
15806,-0.119685,51.497899,0,White,Drugs,Male,over 34
15807,-0.1213,51.494364,1,White,Drugs,Male,over 34
15808,-0.194526,51.41995,0,Mixed,Criminal Evidence Act,Male,25-34
15809,-0.094245,51.415233,0,Black,Drugs,Male,25-34
15810,0.055837,51.53016,0,Asian,Drugs,Male,over 34
15811,0.055837,51.53016,0,Asian,Drugs,Male,25-34
15812,-0.078444,51.420289,1,Black,Drugs,Male,25-34
15813,-0.07523,51.460821,0,Not stated,Drugs,Male,Not stated
15814,,,1,White,Criminal Evidence Act,Male,18-24
15815,-0.194927,51.54729,0,Black,Drugs,Female,18-24
15816,-0.194927,51.54729,1,Black,Drugs,Female,18-24
15817,-0.128884,51.515681,0,White,Drugs,Male,Not stated
15818,-0.128884,51.515681,0,White,Drugs,Male,over 34
15819,-0.173014,51.424176,0,White,Drugs,Male,18-24
15820,-0.06725,51.60868,1,White,Criminal Evidence Act,Male,18-24
15821,,,1,White,Drugs,Male,18-24
15822,-0.219119,51.433311,1,White,Criminal Evidence Act,Male,over 34
15823,-0.070867,51.522276,0,Black,Criminal Evidence Act,Male,25-34
15824,-0.486818,51.540914,1,Asian,Drugs,Male,over 34
15825,0.062039,51.492246,1,White,Drugs,Male,25-34
15826,0.030035,51.526086,1,White,Drugs,Male,25-34
15827,-0.231254,51.567455,1,White,Drugs,Male,over 34
15828,-0.057856,51.626069,0,White,Drugs,Male,18-24
15829,-0.057856,51.626069,0,White,Drugs,Male,18-24
15830,,,1,Black,Criminal Evidence Act,Male,18-24
15831,-0.086862,51.501766,0,Black,Drugs,Male,over 34
15832,-0.105678,51.394717,0,Black,Criminal Evidence Act,Male,18-24
15833,-0.00412,51.55106,0,Black,Drugs,Male,18-24
15834,-0.086472,51.501445,1,Black,Drugs,Male,over 34
15835,-0.36567,51.512016,0,Asian,Drugs,Male,10-17
15836,-0.00412,51.55106,0,Black,Drugs,Male,25-34
15837,-0.058497,51.477226,1,Not stated,Drugs,Male,25-34
15838,,,1,Black,Drugs,Male,18-24
15839,-0.127411,51.493239,0,White,Drugs,Male,over 34
15840,-0.188995,51.543754,0,White,Drugs,Male,over 34
15841,-0.196742,51.500269,0,Not stated,Drugs,Male,18-24
15842,-0.013787,51.570208,1,Not stated,Drugs,Male,25-34
15843,,,0,White,Drugs,Male,over 34
15844,-0.137095,51.60052,0,White,Drugs,Male,10-17
15845,-0.482476,51.525788,0,White,Drugs,Male,18-24
15846,-0.482476,51.525788,0,Not stated,Drugs,Not stated,Not stated
15847,-0.025059,51.426192,1,Black,Criminal Evidence Act,Male,25-34
15848,-0.086404,51.494483,0,White,Drugs,Male,over 34
15849,0.075009,51.558923,0,Black,Drugs,Male,10-17
15850,0.075009,51.558923,0,Black,Drugs,Male,10-17
15851,-0.206557,51.420881,0,White,Drugs,Male,10-17
15852,0.022319,51.532838,1,Asian,Criminal Evidence Act,Male,over 34
15853,-0.206557,51.420881,0,White,Drugs,Male,10-17
15854,-0.26643,51.600901,0,Black,Drugs,Male,18-24
15855,0.013623,51.406567,0,White,Criminal Evidence Act,Male,over 34
15856,,,0,White,Criminal Evidence Act,Female,over 34
15857,0.081891,51.538414,0,Not stated,Drugs,Not stated,Not stated
15858,0.081891,51.538414,0,Asian,Drugs,Male,18-24
15859,-0.062909,51.517892,0,Asian,Drugs,Male,18-24
15860,,,0,Black,Drugs,Male,25-34
15861,-0.117202,51.519702,1,Asian,Criminal Evidence Act,Male,10-17
15862,-0.086604,51.490053,0,White,Drugs,Male,over 34
15863,0.0612,51.475228,0,Asian,Drugs,Male,18-24
15864,-0.046231,51.516914,0,Asian,Drugs,Male,18-24
15865,-0.344426,51.532337,0,Black,Drugs,Male,10-17
15866,0.052054,51.538688,1,Asian,Drugs,Male,over 34
15867,-0.344426,51.532337,0,Mixed,Drugs,Male,Not stated
15868,,,0,White,Criminal Evidence Act,Male,10-17
15869,-0.087668,51.488713,0,Black,Drugs,Male,Not stated
15870,0.065737,51.456767,0,Black,Drugs,Female,18-24
15871,-0.218737,51.577607,0,White,Criminal Evidence Act,Female,25-34
15872,0.15313,51.597686,1,White,Drugs,Male,over 34
15873,-0.344426,51.532337,1,Not stated,Drugs,Male,18-24
15874,-0.131558,51.528169,0,Not stated,Drugs,Male,25-34
15875,0.013458,51.54638,0,Asian,Drugs,Male,18-24
15876,0.013458,51.54638,0,Asian,Drugs,Male,18-24
15877,0.056672,51.450757,0,Mixed,Drugs,Male,18-24
15878,-0.131558,51.528169,1,Asian,Drugs,Male,over 34
15879,-0.086604,51.490053,0,White,Drugs,Male,over 34
15880,0.162996,51.599285,1,Not stated,Drugs,Not stated,Not stated
15881,-0.087668,51.488713,0,White,Drugs,Male,over 34
15882,0.15313,51.597686,1,White,Drugs,Female,over 34
15883,0.075189,51.570169,0,Black,Drugs,Male,over 34
15884,0.075189,51.570169,0,Black,Drugs,Male,over 34
15885,-0.086604,51.490053,0,Black,Drugs,Male,over 34
15886,-0.234362,51.532666,0,White,Drugs,Male,over 34
15887,-0.095213,51.530255,0,Asian,Criminal Evidence Act,Male,10-17
15888,0.005078,51.549644,0,Black,Criminal Evidence Act,Male,10-17
15889,-0.254381,51.542281,0,Black,Drugs,Male,over 34
15890,-0.068118,51.614755,0,Mixed,Drugs,Male,over 34
15891,-0.068118,51.614755,1,White,Drugs,Male,25-34
15892,0.067527,51.559064,0,Black,Drugs,Male,18-24
15893,0.067527,51.559064,0,Not stated,Drugs,Male,Not stated
15894,-0.187292,51.60618,1,Mixed,Drugs,Male,18-24
15895,0.075189,51.570169,0,White,Drugs,Female,25-34
15896,0.206248,51.567796,0,White,Criminal Evidence Act,Male,25-34
15897,,,1,Black,Criminal Evidence Act,Male,over 34
15898,-0.185492,51.462849,1,Black,Drugs,Male,25-34
15899,0.016923,51.412959,1,White,Drugs,Male,25-34
15900,-0.022833,51.568256,0,Asian,Drugs,Male,Not stated
15901,0.075189,51.570169,0,Black,Drugs,Male,over 34
15902,0.081891,51.538414,0,Not stated,Drugs,Male,18-24
15903,0.14376,51.452245,0,Not stated,Criminal Evidence Act,Male,25-34
15904,0.069544,51.490647,0,Black,Criminal Evidence Act,Male,10-17
15905,0.069544,51.490647,0,Black,Drugs,Male,10-17
15906,0.060965,51.438388,1,Not stated,Criminal Evidence Act,Male,10-17
15907,-0.054738,51.549626,0,Black,Drugs,Male,10-17
15908,0.060965,51.438388,0,Black,Criminal Evidence Act,Male,10-17
15909,0.034419,51.534841,0,Black,Drugs,Male,over 34
15910,0.034419,51.534841,0,Black,Drugs,Male,over 34
15911,0.034419,51.534841,0,Black,Drugs,Male,over 34
15912,-0.147321,51.453763,1,Not stated,Drugs,Male,18-24
15913,0.089138,51.55967,0,Asian,Criminal Evidence Act,Male,18-24
15914,-0.012995,51.575473,0,Not stated,Criminal Evidence Act,Male,25-34
15915,0.063666,51.493818,0,Not stated,Drugs,Male,18-24
15916,-0.149232,51.461311,1,White,Drugs,Male,25-34
15917,-0.009573,51.547097,0,Asian,Criminal Evidence Act,Male,Not stated
15918,0.063666,51.493818,0,Black,Drugs,Male,18-24
15919,0.063666,51.493818,0,Not stated,Criminal Evidence Act,Female,10-17
15920,0.063666,51.493818,0,Other,Criminal Evidence Act,Male,10-17
15921,-0.129001,51.471997,0,Not stated,Drugs,Female,25-34
15922,-0.128996,51.510835,1,Not stated,Drugs,Male,25-34
15923,0.092491,51.498181,0,Black,Drugs,Male,18-24
15924,0.031693,51.542595,1,White,Drugs,Male,25-34
15925,-0.179996,51.480128,1,Black,Drugs,Male,18-24
15926,,,0,Black,Drugs,Male,18-24
15927,0.031693,51.542595,0,White,Drugs,Male,over 34
15928,-0.069303,51.51904,1,Asian,Drugs,Male,18-24
15929,0.092491,51.498181,0,Black,Drugs,Male,18-24
15930,0.191874,51.544963,0,Black,Criminal Evidence Act,Male,over 34
15931,,,1,White,Drugs,Male,18-24
15932,-0.069303,51.51904,0,Asian,Drugs,Male,10-17
15933,-0.055525,51.626867,0,Asian,Criminal Evidence Act,Male,25-34
15934,-0.473717,51.543739,1,White,Criminal Evidence Act,Male,18-24
15935,0.049498,51.460892,0,White,Drugs,Male,Not stated
15936,0.092491,51.498181,1,Black,Drugs,Male,18-24
15937,0.062039,51.492246,0,White,Drugs,Female,10-17
15938,0.062039,51.492246,0,White,Drugs,Female,10-17
15939,-0.207379,51.421181,0,Black,Drugs,Male,25-34
15940,-0.119398,51.45518,0,Not stated,Criminal Evidence Act,Male,10-17
15941,-0.072186,51.486589,1,Black,Drugs,Male,25-34
15942,0.092491,51.498181,0,Black,Drugs,Male,18-24
15943,0.005078,51.549644,1,Asian,Drugs,Male,over 34
15944,-0.10008,51.373008,0,Not stated,Drugs,Male,18-24
15945,-0.101651,51.378096,0,White,Criminal Evidence Act,Female,10-17
15946,,,0,White,Drugs,Male,18-24
15947,0.053479,51.461398,0,White,Drugs,Male,10-17
15948,-0.175838,51.522958,0,White,Drugs,Male,18-24
15949,0.114853,51.390755,1,Mixed,Criminal Evidence Act,Male,10-17
15950,-0.292313,51.529837,1,Not stated,Criminal Evidence Act,Male,25-34
15951,0.062039,51.492246,0,White,Criminal Evidence Act,Male,10-17
15952,-0.118343,51.478031,0,White,Drugs,Male,over 34
15953,-0.119377,51.451115,0,Black,Criminal Evidence Act,Male,10-17
15954,,,1,White,Drugs,Male,18-24
15955,-0.078629,51.585441,0,Mixed,Drugs,Male,18-24
15956,-0.0821,51.587683,1,White,Drugs,Male,18-24
15957,-0.0821,51.587683,0,White,Drugs,Male,18-24
15958,0.08134,51.458973,0,White,Drugs,Male,18-24
15959,-0.413741,51.573112,1,Black,Drugs,Male,25-34
15960,0.006177,51.538565,0,Not stated,Criminal Evidence Act,Male,Not stated
15961,0.107278,51.408895,0,White,Drugs,Male,Not stated
15962,-0.085325,51.383298,1,Black,Drugs,Male,25-34
15963,0.089587,51.570409,1,Asian,Criminal Evidence Act,Male,over 34
15964,-0.013422,51.633491,1,White,Criminal Evidence Act,Male,over 34
15965,0.107278,51.408895,0,White,Drugs,Male,10-17
15966,0.107278,51.408895,0,White,Drugs,Male,18-24
15967,0.101812,51.435802,1,White,Drugs,Female,18-24
15968,0.107278,51.408895,1,White,Drugs,Female,18-24
15969,-0.074839,51.557637,1,Not stated,Criminal Evidence Act,Male,10-17
15970,-0.13949,51.450258,0,Not stated,Drugs,Male,Not stated
15971,-0.430521,51.481797,0,Black,Drugs,Male,18-24
15972,,,0,Not stated,Drugs,Male,18-24
15973,-0.445392,51.481987,0,Other,Drugs,Male,18-24
15974,,,1,White,Drugs,Male,over 34
15975,0.00706,51.535357,1,White,Drugs,Male,18-24
15976,,,0,Asian,Drugs,Male,25-34
15977,-0.102657,51.378427,0,Asian,Drugs,Male,over 34
15978,,,0,Not stated,Drugs,Male,18-24
15979,-0.104743,51.458001,1,Black,Drugs,Male,10-17
15980,-0.104743,51.458001,0,Not stated,Drugs,Male,Not stated
15981,-0.10458,51.461587,0,Not stated,Drugs,Male,10-17
15982,0.004095,51.467837,0,White,Drugs,Male,10-17
15983,-0.068402,51.594464,0,Black,Drugs,Male,Not stated
15984,0.109081,51.438063,0,Black,Drugs,Female,18-24
15985,-0.296395,51.565685,0,Not stated,Drugs,Female,18-24
15986,0.203792,51.565046,0,Not stated,Drugs,Female,Not stated
15987,-0.252728,51.560979,0,Mixed,Drugs,Male,18-24
15988,-0.008131,51.578457,0,White,Criminal Evidence Act,Male,Not stated
15989,0.203792,51.565046,0,Not stated,Drugs,Female,Not stated
15990,-0.296395,51.565685,0,Black,Drugs,Female,18-24
15991,-0.296395,51.565685,0,Asian,Drugs,Male,18-24
15992,-0.137316,51.458415,0,Not stated,Criminal Evidence Act,Male,10-17
15993,0.203792,51.565046,1,White,Drugs,Female,25-34
15994,0.215334,51.562058,0,White,Criminal Evidence Act,Male,10-17
15995,0.075164,51.492589,1,White,Drugs,Male,18-24
15996,-0.218737,51.577607,1,White,Criminal Evidence Act,Male,18-24
15997,,,0,Mixed,Criminal Evidence Act,Male,over 34
15998,,,1,Black,Criminal Evidence Act,Male,over 34
15999,0.003845,51.541608,0,Not stated,Drugs,Male,over 34
16000,0.033084,51.533353,0,Black,Drugs,Male,over 34
16001,0.075164,51.492589,0,White,Drugs,Male,18-24
16002,-0.007305,51.537922,0,Asian,Drugs,Male,over 34
16003,-0.005869,51.535164,0,Not stated,Drugs,Male,over 34
16004,,,0,Not stated,Drugs,Male,Not stated
16005,0.159622,51.556155,1,White,Drugs,Male,25-34
16006,-0.168215,51.521463,1,Black,Drugs,Male,25-34
16007,-0.051958,51.536712,1,Asian,Drugs,Male,18-24
16008,-0.051958,51.536712,1,Asian,Drugs,Male,25-34
16009,0.159622,51.556155,0,White,Drugs,Male,25-34
16010,0.159622,51.556155,0,White,Drugs,Male,10-17
16011,-0.045801,51.477438,1,Mixed,Drugs,Female,25-34
16012,-0.045801,51.477438,1,Mixed,Drugs,Female,18-24
16013,-0.032316,51.580555,0,Black,Criminal Evidence Act,Male,10-17
16014,-0.001951,51.54034,0,Black,Criminal Evidence Act,Male,10-17
16015,0.17208,51.455744,0,Not stated,Drugs,Male,25-34
16016,0.153846,51.43992,0,White,Drugs,Male,25-34
16017,-0.100795,51.373082,0,Not stated,Criminal Evidence Act,Male,18-24
16018,,,0,White,Drugs,Male,18-24
16019,,,1,Mixed,Drugs,Female,18-24
16020,-0.06675,51.534744,0,White,Drugs,Male,25-34
16021,-0.063867,51.534724,0,Black,Drugs,Male,Not stated
16022,-0.063867,51.534724,0,Other,Drugs,Male,18-24
16023,0.103707,51.486128,1,White,Drugs,Male,25-34
16024,-0.104053,51.491317,1,Not stated,Drugs,Male,over 34
16025,0.077949,51.413124,0,White,Drugs,Male,18-24
16026,,,0,White,Drugs,Male,18-24
16027,-0.304047,51.461566,0,White,Drugs,Female,10-17
16028,,,0,Mixed,Drugs,Female,18-24
16029,-0.119769,51.541011,1,Black,Drugs,Male,18-24
16030,-0.058893,51.626149,0,White,Drugs,Male,25-34
16031,0.075268,51.490429,0,Not stated,Drugs,Male,25-34
16032,0.075268,51.490429,0,Not stated,Drugs,Male,25-34
16033,0.075268,51.490429,0,Not stated,Drugs,Male,over 34
16034,0.075268,51.490429,0,Not stated,Drugs,Male,25-34
16035,-0.253263,51.560573,0,Not stated,Drugs,Male,Not stated
16036,-0.062272,51.536622,0,Black,Drugs,Male,10-17
16037,-0.134395,51.51272,0,Not stated,Drugs,Male,18-24
16038,-0.115825,51.461201,0,Mixed,Drugs,Male,18-24
16039,-0.082727,51.46365,0,Black,Drugs,Male,18-24
16040,-0.115825,51.461201,0,Not stated,Drugs,Male,18-24
16041,0.008667,51.534197,1,White,Drugs,Male,25-34
16042,-0.058893,51.626149,0,Black,Drugs,Male,25-34
16043,-0.30933,51.570566,0,Asian,Drugs,Male,18-24
16044,-0.115825,51.461201,0,White,Drugs,Male,18-24
16045,-0.066574,51.531054,0,Not stated,Criminal Evidence Act,Male,10-17
16046,-0.129398,51.464773,1,Other,Drugs,Male,18-24
16047,-0.139816,51.53919,0,Black,Drugs,Male,25-34
16048,,,0,White,Drugs,Male,18-24
16049,-0.154533,51.508335,1,Asian,Criminal Evidence Act,Male,Not stated
16050,-0.063867,51.59313,0,Black,Drugs,Male,Not stated
16051,-0.142008,51.539189,0,White,Drugs,Male,10-17
16052,,,0,Black,Criminal Evidence Act,Male,10-17
16053,,,0,Not stated,Criminal Evidence Act,Male,18-24
16054,0.005078,51.549644,0,Black,Criminal Evidence Act,Male,10-17
16055,-0.165454,51.527751,0,Black,Drugs,Male,25-34
16056,-0.010293,51.49586,0,Asian,Drugs,Male,18-24
16057,-0.063834,51.531756,0,Asian,Drugs,Male,18-24
16058,-0.306418,51.460117,0,White,Drugs,Female,10-17
16059,-0.070529,51.545607,0,Black,Criminal Evidence Act,Male,10-17
16060,-0.264196,51.545089,0,Not stated,Drugs,Male,Not stated
16061,,,0,Black,Drugs,Male,10-17
16062,,,0,Not stated,Drugs,Male,Not stated
16063,-0.083853,51.465647,0,Not stated,Drugs,Male,18-24
16064,-0.083853,51.465647,0,Black,Drugs,Male,10-17
16065,,,0,Black,Criminal Evidence Act,Male,10-17
16066,-0.30933,51.570566,1,Asian,Drugs,Male,25-34
16067,,,0,White,Drugs,Male,25-34
16068,-0.254381,51.542281,0,Not stated,Drugs,Male,over 34
16069,-0.142998,51.539681,0,Not stated,Drugs,Male,Not stated
16070,,,1,Black,Criminal Evidence Act,Male,over 34
16071,-0.139102,51.476771,0,Mixed,Drugs,Male,Not stated
16072,0.044333,51.549497,0,Black,Criminal Evidence Act,Male,18-24
16073,,,0,Not stated,Drugs,Male,over 34
16074,-0.150842,51.466003,0,Not stated,Criminal Evidence Act,Male,10-17
16075,-0.134247,51.517744,0,White,Drugs,Male,over 34
16076,-0.13594,51.471685,0,Not stated,Criminal Evidence Act,Male,10-17
16077,-0.130812,51.563983,1,Mixed,Drugs,Male,25-34
16078,0.006177,51.538565,1,White,Drugs,Male,25-34
16079,-0.132023,51.564335,1,Black,Drugs,Male,10-17
16080,-0.319561,51.492247,0,Not stated,Drugs,Male,25-34
16081,-0.124316,51.512505,0,Mixed,Criminal Evidence Act,Male,18-24
16082,-0.125503,51.50149,0,Black,Criminal Evidence Act,Male,18-24
16083,-0.319561,51.492247,0,Not stated,Drugs,Female,25-34
16084,-0.193353,51.601561,0,Other,Criminal Evidence Act,Other,Not stated
16085,-0.120556,51.512103,0,Not stated,Criminal Evidence Act,Male,18-24
16086,-0.144506,51.400347,0,White,Drugs,Male,Not stated
16087,-0.167414,51.525254,1,Mixed,Criminal Evidence Act,Male,25-34
16088,0.084711,51.561619,1,Asian,Drugs,Male,18-24
16089,0.002083,51.540568,0,White,Criminal Evidence Act,Male,Not stated
16090,-0.120556,51.512103,0,Not stated,Criminal Evidence Act,Male,18-24
16091,-0.132023,51.564335,1,Black,Drugs,Male,10-17
16092,-0.120556,51.512103,0,Not stated,Criminal Evidence Act,Male,18-24
16093,-0.120556,51.512103,0,Not stated,Criminal Evidence Act,Male,18-24
16094,-0.120556,51.512103,0,Not stated,Criminal Evidence Act,Male,18-24
16095,-0.125874,51.511748,0,Not stated,Criminal Evidence Act,Male,Not stated
16096,-0.154533,51.508335,0,Not stated,Criminal Evidence Act,Male,25-34
16097,-0.106707,51.484282,0,Not stated,Criminal Evidence Act,Male,18-24
16098,-0.383004,51.536095,0,White,Criminal Evidence Act,Male,over 34
